1,68,66,64,63,50,57,69,67,61,63,80,66,64,60,69,64,68,52,70,70
2,59,59,74,68,64,64,63,63,60,63,66,57,64,50,68,63,52,52,60,60
3,52,68,85,57,68,74,64,68,59,52,52,64,50,52,63,63,68,60,50,63
4,52,54,74,52,53,63,52,52,52,52,64,50,63,52,52,50,50,68,52,59
5,60,52,64,52,54,52,50,52,52,52,52,52,52,52,50,50,52,52,52,52
6,52,52,58,62,63,52,52,52,52,52,52,50,52,52,50,50,50,52,52,52
7,52,52,52,67,50,52,52,52,50,52,50,52,52,52,50,52,50,52,52,50
8,68,50,69,68,52,60,50,50,50,50,52,52,50,52,52,50,52,50,52,52
9,55,50,64,50,50,56,52,50,50,50,52,50,50,52,50,50,50,50,50,52
10,53,50,56,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,52,50
11,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
12,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
13,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
14,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
15,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
16,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
17,50,50,50,50,46,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50
18,46,50,50,50,50,50,46,50,50,50,46,50,50,50,50,46,50,50,50,46
19,46,46,46,50,46,50,50,50,50,50,50,50,50,46,46,50,46,50,50,46
20,44,46,50,50,46,50,46,46,46,50,46,46,50,50,46,46,50,50,46,50
21,46,47,46,46,46,46,46,46,46,46,46,46,46,46,46,44,46,46,50,50
22,46,46,46,46,46,46,46,44,46,44,46,46,46,44,46,46,46,46,46,46
23,46,44,44,46,44,50,46,46,46,46,46,44,46,46,46,44,44,44,46,46
24,46,44,46,46,44,44,46,46,44,44,44,44,44,46,44,44,44,46,46,44
25,46,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,46,44,44,44
26,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
27,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
28,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
29,44,44,44,44,44,44,44,44,43,44,44,44,44,44,44,44,44,44,44,44
30,44,44,44,44,43,44,44,44,43,43,44,43,44,44,44,43,43,44,44,44
