1,63,62,95,60,51,63,60,75,73,55,69,55,66,61,58,62,63,57,67,46
2,50,61,58,44,78,64,55,51,55,62,57,55,61,62,51,55,58,60,63,51
3,55,58,46,70,55,76,50,51,55,55,50,50,51,44,55,51,61,51,55,51
4,46,51,50,65,52,46,46,50,44,44,51,55,55,44,51,50,55,50,50,50
5,61,46,50,53,47,53,50,50,44,46,44,50,44,46,50,50,44,50,46,46
6,44,69,50,59,49,56,46,44,46,44,44,46,46,50,44,44,46,44,46,44
7,44,44,44,44,58,46,44,44,44,44,44,44,44,44,44,44,44,44,44,44
8,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
9,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
10,44,43,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44
11,44,44,44,44,44,43,43,44,44,44,44,44,44,44,44,43,44,44,43,43
12,47,44,44,43,44,44,43,43,43,44,43,43,43,43,44,44,44,44,44,43
13,44,43,42,43,44,43,43,43,43,43,43,44,43,43,44,43,43,43,44,44
14,43,42,44,43,43,42,43,42,43,43,43,43,43,43,43,42,43,43,43,43
15,42,40,43,43,39,41,43,43,43,42,42,42,43,42,43,42,43,43,43,42
16,39,42,43,42,56,39,41,43,39,42,41,39,42,42,39,41,42,42,42,42
17,41,39,57,42,42,39,39,39,39,42,42,39,42,39,39,39,39,41,42,41
18,39,51,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
19,40,39,39,56,58,40,39,39,39,39,39,39,39,39,39,39,39,39,39,39
20,39,39,54,44,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39,39
21,39,40,39,54,45,49,39,39,39,39,39,39,39,39,39,39,39,39,39,39
22,39,39,38,39,39,37,39,39,39,39,39,39,39,39,39,39,39,39,39,39
23,39,42,49,40,61,42,38,39,39,39,39,38,39,39,39,39,38,39,39,39
24,38,39,42,38,55,39,39,39,39,38,39,38,39,39,39,38,39,39,39,39
25,44,39,38,35,38,38,38,38,38,39,38,38,38,39,38,39,38,38,38,39
26,38,35,38,38,38,38,35,38,38,38,38,38,38,35,38,39,38,38,38,38
27,38,35,40,38,35,38,38,38,35,38,38,38,35,38,38,38,35,35,38,38
28,38,35,35,38,35,38,35,35,38,35,38,35,38,35,35,38,38,35,35,35
29,35,33,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35
30,35,33,35,35,35,35,35,35,33,35,35,35,35,35,35,35,35,33,35,35
31,35,37,36,43,35,33,33,35,33,35,33,35,33,35,33,33,33,35,33,35
32,39,33,43,33,39,32,33,37,33,33,35,33,35,35,33,33,33,35,33,33
33,33,41,32,33,30,33,32,33,33,39,33,33,33,33,32,33,33,35,33,33
34,33,38,39,31,33,32,33,33,32,32,33,33,32,32,32,32,33,32,33,33
35,31,39,33,32,33,46,32,32,32,31,32,32,32,31,32,31,32,32,32,32
36,32,32,31,42,39,32,31,32,31,32,31,31,31,32,32,32,32,32,32,31
37,31,31,31,31,31,31,31,31,31,31,32,32,31,32,31,31,32,31,32,31
38,31,31,31,31,29,31,31,31,31,31,31,31,31,31,31,31,31,31,31,31
39,31,29,28,31,31,31,31,29,31,29,31,31,31,31,31,31,29,31,31,31
40,31,35,35,29,31,31,29,29,28,29,31,31,31,29,31,29,28,31,28,31
41,28,28,28,31,38,28,28,28,28,29,29,28,28,29,29,29,28,28,28,31
42,28,28,28,28,59,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
43,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
44,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
45,28,28,27,28,27,28,28,28,28,28,28,28,28,28,28,28,28,28,28,28
46,27,28,28,28,28,28,28,28,28,28,27,27,28,27,28,27,28,28,28,27
47,27,36,47,27,38,36,28,27,27,28,27,28,27,27,28,27,27,27,27,27
48,27,27,27,27,39,27,27,27,28,27,27,27,27,27,27,27,27,28,27,27
49,27,27,27,28,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
50,27,32,27,27,27,38,27,27,27,27,27,27,27,27,27,27,27,27,27,27
51,27,27,27,35,27,30,27,27,27,27,27,27,27,27,27,27,27,27,27,27
52,27,27,31,29,27,36,27,27,27,27,27,27,27,27,27,27,27,27,27,27
53,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
54,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
55,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27
56,27,27,27,27,27,26,27,27,27,27,27,27,27,27,27,27,27,27,27,27
57,27,27,27,27,27,30,27,27,27,27,27,27,27,26,27,27,27,27,26,27
58,27,27,27,27,27,26,27,27,27,27,26,26,27,26,27,27,27,27,26,27
59,26,26,26,26,26,26,26,27,26,27,26,27,26,27,26,26,27,26,27,27
60,26,26,26,26,26,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26
61,26,26,26,25,26,26,26,26,26,26,25,26,26,25,26,25,26,25,26,26
62,25,25,25,25,26,26,25,26,26,25,25,26,26,25,26,26,26,26,26,25
63,25,25,25,26,24,25,25,25,25,26,25,25,26,25,25,25,25,25,25,25
64,25,25,25,25,25,24,25,25,25,25,25,25,25,24,25,24,25,25,25,25
65,25,35,25,25,25,25,24,24,25,24,25,25,25,25,25,24,25,25,24,25
66,24,25,25,24,25,24,24,24,24,24,25,25,24,25,24,25,25,25,25,25
67,45,24,24,25,24,25,24,24,24,24,25,25,24,24,24,25,25,24,24,24
68,24,24,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24
69,24,24,24,24,40,29,24,24,24,24,24,24,24,24,24,24,24,24,24,24
70,24,26,36,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
71,24,24,24,22,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24
72,24,24,23,24,24,22,22,24,24,24,22,22,24,24,24,24,24,22,24,24
73,22,24,22,29,24,22,24,22,22,22,22,22,22,22,22,24,22,23,24,22
74,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,23,22,22,22,22
75,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
76,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
77,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
78,22,22,22,22,21,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22
79,22,22,22,22,22,22,21,22,22,21,21,22,21,22,21,22,21,22,22,22
80,21,21,22,21,21,21,22,21,21,22,21,21,22,21,21,21,21,21,21,22
81,21,21,20,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
82,20,21,39,40,21,21,21,21,21,21,21,21,21,21,21,20,21,21,21,21
83,21,21,21,20,20,21,21,21,21,21,21,20,21,20,21,21,21,21,21,21
84,37,20,21,21,31,20,21,20,21,21,21,20,20,20,21,20,21,21,21,21
85,20,36,20,20,20,40,20,20,20,20,21,21,21,20,20,20,20,20,21,21
86,20,20,20,20,20,20,20,20,20,20,20,20,21,20,20,20,20,20,20,20
87,20,20,20,19,19,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20
88,20,19,20,20,19,20,20,19,20,20,20,20,20,20,19,20,20,19,20,19
89,18,22,20,19,19,19,19,19,20,19,19,20,20,19,19,19,19,19,19,19
90,19,20,19,19,19,19,19,19,19,19,19,18,19,19,19,19,19,19,19,19
91,19,22,19,18,19,18,19,19,18,18,19,19,19,18,19,18,19,19,19,19
