3,6,7,13,14,2,1,10,15,11,8,4,9,12,5
8,2,14,11,7,6,10,9,1,12,13,4,15,5,3
6,13,11,8,2,15,10,9,3,1,5,7,12,14,4
15,7,8,10,13,9,12,6,5,14,2,1,11,3,4
13,15,5,14,3,10,11,1,2,9,4,7,8,6,12
13,14,4,12,3,9,2,1,5,6,8,10,7,15,11
1,8,6,10,5,2,12,7,14,13,4,3,9,15,11
1,2,7,10,14,4,6,5,8,15,9,12,13,11,3
5,1,12,10,14,7,15,13,2,4,9,8,6,3,11
14,11,10,3,8,7,4,2,5,15,6,12,13,9,1
2,3,13,5,1,8,10,6,11,4,7,14,9,15,12
7,8,3,12,1,15,9,2,5,10,4,14,11,6,13
5,15,7,4,12,14,2,11,13,9,6,10,3,1,8
3,14,11,8,15,13,2,10,9,4,1,5,7,6,12
10,4,6,9,7,1,2,5,8,11,15,14,12,3,13
13,3,15,8,7,9,4,5,14,6,12,11,10,1,2
5,11,1,4,12,3,14,10,6,9,2,8,15,7,13
12,14,10,1,5,13,15,11,7,4,6,2,8,3,9
5,2,7,8,13,14,1,10,15,4,11,6,12,9,3
15,14,2,13,7,4,12,5,10,8,9,1,6,3,11
11,4,12,14,6,15,10,9,3,1,5,7,2,8,13
10,8,6,9,7,1,2,5,3,11,15,14,12,4,13
14,11,10,3,8,7,4,2,5,15,6,12,13,9,1
14,9,10,1,5,13,15,11,7,4,6,2,8,3,12
11,3,8,10,14,7,4,2,5,15,6,12,13,9,1
5,1,4,10,14,12,15,13,3,7,9,8,6,2,11
6,13,11,8,2,15,10,9,3,1,5,7,12,14,4
3,6,7,13,14,2,1,10,15,11,8,4,9,12,5
14,11,10,3,8,7,4,2,5,15,6,12,13,9,1
6,13,11,8,2,15,10,9,3,1,5,7,12,14,4
6,13,11,8,2,15,10,9,3,1,5,7,12,14,4
6,13,11,8,2,15,10,9,3,1,5,7,12,14,4
10,4,6,9,7,1,2,5,8,11,15,14,12,3,13
5,11,1,4,12,3,14,10,6,9,2,8,15,7,13
13,15,5,14,3,10,11,1,2,9,4,7,8,6,12
12,14,10,1,5,13,15,11,7,4,6,2,8,3,9
3,14,11,8,15,13,2,10,9,4,1,5,7,6,12
6,13,11,8,2,15,10,9,3,1,5,7,12,14,4
6,13,11,8,2,15,10,9,3,1,5,7,12,14,4
5,1,12,10,14,7,15,13,2,4,9,8,6,3,11
4,14,12,8,2,15,10,9,3,1,5,7,13,6,11
5,1,11,8,2,15,10,9,4,14,12,13,3,7,6
4,8,11,14,10,7,2,5,3,1,15,6,12,13,9
6,13,11,8,2,15,10,9,3,1,5,7,12,14,4
4,13,6,8,2,15,10,9,3,1,5,7,12,14,11
