10,1,2,6,8,12,9,11,3,4,13,15,14,5,7
4,7,15,14,12,3,6,13,1,2,5,11,8,10,9
10,1,4,8,3,2,11,14,5,15,13,6,9,12,7
10,9,4,8,12,2,5,11,3,6,14,13,15,1,7
9,10,8,1,13,4,2,11,7,6,5,14,15,3,12
1,6,9,13,10,11,4,12,7,8,14,3,5,2,15
6,3,4,11,10,1,2,5,7,15,14,13,8,12,9
4,5,12,6,13,9,14,2,1,7,10,15,11,8,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,8,4,11,15,10,13,3,12,5,14,1,2,7,9
4,7,15,2,14,13,5,3,10,8,9,6,11,12,1
5,10,7,6,8,9,12,3,1,2,14,15,11,13,4
4,6,12,8,2,3,5,11,13,9,15,1,7,14,10
1,12,3,13,14,9,2,8,15,5,11,4,10,7,6
13,10,14,9,7,2,12,3,4,15,1,5,6,8,11
3,7,1,4,10,15,2,12,11,9,13,6,5,8,14
11,7,10,15,12,1,2,14,3,5,13,6,9,8,4
5,8,9,4,1,14,2,6,15,13,3,11,12,10,7
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
13,10,9,1,3,15,7,6,11,8,5,12,14,4,2
1,9,13,10,3,15,7,6,11,8,5,12,14,4,2
8,6,4,11,15,10,13,3,12,5,14,1,2,7,9
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
1,9,6,13,10,11,4,12,7,8,14,3,5,2,15
1,6,9,13,10,11,4,12,7,8,14,3,5,2,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
1,12,3,13,14,9,2,8,15,5,11,4,10,7,6
1,6,9,13,10,11,4,12,7,8,14,3,5,2,15
4,7,15,14,12,3,6,13,1,2,5,11,8,10,9
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
13,10,9,1,3,15,7,6,11,8,5,12,14,4,2
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
10,1,4,8,3,2,11,14,5,15,13,6,9,12,7
10,9,4,8,12,2,5,11,3,6,14,13,15,1,7
1,6,9,13,10,11,4,12,7,8,14,3,5,2,15
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
10,9,4,8,12,2,5,11,3,6,14,13,15,1,7
1,6,9,13,10,11,4,12,7,8,14,3,5,2,15
10,9,4,8,12,2,5,11,3,6,14,13,15,1,7
9,1,6,13,10,11,4,12,7,8,14,3,5,2,15
2,6,12,9,10,3,7,4,11,1,5,13,14,8,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
11,9,1,13,2,7,12,4,5,10,6,14,8,15,3
11,9,4,7,1,13,2,12,5,14,6,10,8,15,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
1,6,9,13,10,11,4,12,7,8,14,3,5,2,15
10,9,4,8,12,2,5,11,3,6,14,13,15,1,7
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
1,6,9,13,10,11,4,12,7,8,14,3,5,2,15
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
11,7,9,1,13,2,4,12,5,10,6,14,8,15,3
7,9,12,6,10,3,4,11,1,5,13,14,8,2,15
6,7,9,1,13,12,10,3,4,11,5,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,8,9,11,13,2,4,12,10,3,7,5,1,14,15
6,8,12,9,10,3,7,4,11,1,5,13,2,14,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,8,12,9,10,3,7,4,11,1,5,13,14,2,15
11,9,1,13,2,7,12,4,5,10,6,14,8,15,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
11,9,1,13,2,7,12,4,5,10,6,14,8,15,3
11,7,9,10,1,13,2,4,12,5,14,6,8,15,3
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,7,9,1,12,10,3,4,11,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
11,7,9,1,13,2,4,12,5,14,6,10,8,15,3
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,9,10,3,7,4,11,14,1,5,13,8,12,2,15
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,4,9,10,3,7,11,12,14,1,5,13,8,2,15
6,14,9,10,3,7,2,15,4,11,1,5,13,12,8
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,12,9,10,3,7,4,11,1,5,13,14,8,2,15
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,10,3,7,4,11,1,5,13,8,12,2,15
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
6,14,9,2,15,7,4,11,1,5,13,10,12,3,8
