1,13,15,12,14,12,10,8,8,13,11,6,9,11,13,8,10,10,5,6,8
2,5,8,11,11,9,9,6,8,5,5,11,6,8,8,6,6,12,8,8,8
3,9,10,5,7,8,13,8,5,5,9,8,8,8,5,8,11,11,8,5,6
4,13,3,4,12,12,5,8,5,6,8,5,8,6,5,5,8,6,8,5,8
5,3,7,4,9,5,13,6,4,6,6,5,5,5,5,5,5,5,6,8,3
6,5,6,5,7,4,6,5,5,4,5,5,6,6,5,5,5,5,4,4,6
7,5,4,4,4,5,5,4,4,4,5,5,5,5,6,4,5,5,4,5,5
8,5,4,6,4,6,4,5,4,5,4,5,4,4,4,4,5,5,4,5,5
9,4,4,5,4,4,4,4,5,4,4,5,4,4,5,5,4,4,4,5,4
10,4,4,4,6,5,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4
11,6,10,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
12,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
14,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
15,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4
16,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4
17,3,4,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,4
18,4,7,4,4,6,4,4,4,4,4,3,4,4,3,4,4,4,3,4,4
19,3,4,4,4,4,3,3,4,3,3,4,4,3,3,4,3,4,4,4,6
20,3,4,3,3,4,3,3,3,3,4,3,3,4,4,4,4,3,4,3,3
21,3,6,3,7,8,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
22,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3
23,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
24,3,2,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,3,3
25,3,3,3,3,4,3,3,3,2,3,3,3,2,2,3,3,3,2,3,3
